track_id,track_name,track_danceability,track_energy,track_temp,track_loudness,track_disco_id,disco_id,disco_name,disco_release
2PqROd3fONUOMzJkO5O0D6,Cosmic,0.436,0.646,79.778,-7.322,6Z8FgyCYgC6ApRi7ZXbT55,6Z8FgyCYgC6ApRi7ZXbT55,X,2007-11-21
6niPzhRyHl4ArGI0EnpkNb,Heart Beat Rock (feat. MC Spank Rock) - Benny Blanco Remix,0.867,0.451,119.976,-6.783,6Z8FgyCYgC6ApRi7ZXbT55,6Z8FgyCYgC6ApRi7ZXbT55,X,2007-11-21
6d20UZGgBeK1xP5g2jDdrl,Overture: The Showgirl Theme - Live in Sydney,0.196,0.624,77.503,-8.306,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
3b2Sv4ajO7d7rXIOHLhTLS,Better the Devil You Know - Live in Sydney,0.617,0.969,122.02,-5.399,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
43Ns34iZFoWO5ZnEAHxqJv,In Your Eyes - Live in Sydney,0.623,0.958,124.003,-5.715,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
2Pn9LFE9XccWw4krKJKlxM,White Diamond - Live in Sydney,0.614,0.822,127.997,-5.98,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
5vDXztyM20GYnUwUUWo4Og,On a Night Like This - Live in Sydney,0.534,0.878,132.04,-4.961,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
7kLzbViuc0pslrQyNd3zBT,Everything Taboo (Medley) - Live in Sydney,0.594,0.956,123.02,-4.555,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
2hGwRLBZHfGsvVaFxNMi1E,Temple Prequel - Live in Sydney,0.275,0.739,99.964,-8.586,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
1AFPrBsh5AbmY4igAxtOzT,Confide in Me - Live in Sydney,0.56,0.909,103.022,-5.777,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
33ncc1aDPkhEOYZIASNS3Q,Cowboy Style - Live in Sydney,0.609,0.95,104.976,-6.02,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
6dGADOTnffS7pX4pblI1pJ,Finer Feelings - Live in Sydney,0.251,0.662,93.873,-6.868,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
4iOPzAym1TXeXoVaiVAz6q,Too Far - Live in Sydney,0.527,0.894,146.038,-6.563,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
1rbgq4Buuoz5ffd9U82e7b,Red Blooded Woman - Live in Sydney,0.664,0.958,139.011,-7.09,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
6wZrnX9YoEGB7dgEKqE4kn,Slow - Live in Sydney,0.714,0.854,115.027,-8.51,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
6A063805NaFccWCCgglkk9,Kids - Live in Sydney,0.314,0.962,184.659,-4.424,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
2OBt6b2Q4fp0MzLo7qdJmT,Rainbow Prequel - Live in Sydney,0.164,0.426,127.194,-13.863,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
4YfNrmpuZvinCEB2cKsStj,Somewhere over the Rainbow - Live,0.135,0.452,93.71,-6.214,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
3uELe89mJsExOpUOp7Gtzj,Come into My World - Live in Sydney,0.3,0.449,130.095,-6.694,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
3fQDu0pZvX6AVGbKQV77nl,Chocolate - Live in Sydney,0.522,0.936,93.032,-3.61,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
7gdtGgPQcSzRYJ6ZpT9QAC,I Believe in You - Live in Sydney,0.444,0.912,120.946,-4.605,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
3vcSIyGgfSTeK6hrJAEbqx,Dreams - Live in Sydney,0.372,0.799,148.147,-5.887,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
5t7fAlnFFZOIPr3O9K0RjC,Burning Up - Live in Sydney,0.367,0.955,112.007,-7.202,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
3zZyxZpVyYAUaEjIo1fgu3,The Loco-Motion - Live in Sydney,0.552,0.789,95.059,-5.6,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
0TEEmiG9GLHUl1sVU1XoBq,I Should Be so Lucky - Live in Sydney,0.642,0.967,119.976,-5.741,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
2bKPabbnZUBRmdrP9o0qv1,Hand on Your Heart - Live in Sydney,0.572,0.984,126.003,-5.086,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
5evq5heXChdooaADIEkhBK,Space Prequel - Live in Sydney,0.322,0.815,94.508,-9.033,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
0GCyVByfJ1P10BxefDSHoY,Can't Get You out of My Head - Live in Sydney,0.593,0.85,126.028,-5.3,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
4QzEoO6HEuMeFVloWQGXMj,Light Years - Live in Sydney,0.491,0.878,126.037,-6.89,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
2iLe3sm6VwVdSmNb0CF6dJ,Especially for You - Live in Sydney,0.481,0.821,82.994,-5.129,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
2NixkYDfAYz2vpJi5yMjn4,Love at First Sight - Live in Sydney,0.58,0.954,125.031,-5.844,7308dz44qD4PzSlZRp5Rh7,7308dz44qD4PzSlZRp5Rh7,Showgirl Homecoming (Live),2007-01-08
3Q88P7QB30k4iT4kty7nyZ,Slow,0.772,0.845,114.997,-8.082,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
2ML6N35GJXtPSqq7SVwSLP,Still Standing,0.791,0.789,115.011,-5.406,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
30UTLObABJvKcpWngNyhfU,Secret (Take You Home),0.892,0.566,115.043,-6.829,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
4SrwxrMjm8cqJHUcegR9cQ,Promises,0.733,0.778,102.034,-6.892,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
2o3eBnqFH9HnNRtsnzNiyE,Sweet Music,0.817,0.696,112.009,-5.393,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
4A62ukubxZNeSQ2bUx2tKn,Red Blooded Woman,0.698,0.78,139.023,-6.401,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
3RCX4p7p2WMjzxFGjoxY28,Chocolate,0.646,0.751,93.008,-6.964,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
1Q4KCrWN0tngLMNX0Ls3ZX,Obsession,0.74,0.895,97.01,-7.411,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
0NN4SjybvetG6TrUBkVgDD,I Feel for You,0.68,0.835,119.976,-8.479,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
4vEuKkTTweLI4Eu7vQlawn,Someday,0.524,0.692,173.921,-6.539,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
09pDDFlNY1wkw67ci85RZl,Loving Days,0.512,0.707,159.818,-6.95,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
2uNBzeH1wGy4DkJTIJDgl2,After Dark,0.847,0.403,101.037,-8.268,7vd7tsL9QEJSKX4nvkkP9T,7vd7tsL9QEJSKX4nvkkP9T,Body Language,2003-11-10
6YjCAqtpVi8F1PI9H6HxuV,More More More,0.699,0.922,124.088,-4.981,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
6ua8mbyHXTHpAmGyGpFAS2,Love at First Sight,0.603,0.774,124.994,-6.066,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,0.766,0.563,126.007,-7.516,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
1AewRvtib1xQhhX7ahD1Kc,Fever,0.802,0.516,114.989,-7.118,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
55Ef6l5aVpocNH8RyMvIbl,Give It to Me,0.832,0.83,128.001,-6.446,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
3ZiU5siL7ZMYpakEg6X9Q9,Fragile,0.748,0.651,121.997,-7.753,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
39DW02MW41A8bBIxH7nT1V,Come into My World - Radio Edit [Radio Edit],0.603,0.835,124.994,-7.303,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
1t5nwfsb90IliczIhOMnpJ,In Your Eyes,0.689,0.894,123.971,-6.342,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
2Gb7MpMskfGc4c4JDR0Dk5,Dancefloor,0.752,0.755,125.982,-6.243,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
0iReGfmVn96YVgK4zG3eZX,Love Affair,0.562,0.884,130.056,-6.217,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
6hAilQjG9oHTTPdvIlInDX,Your Love,0.771,0.902,119.993,-5.645,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
37Y3IB9ChZ4nZkc2E72Kxq,Burning Up,0.675,0.807,112.052,-6.945,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
3DBErzKR7FVxLJvdzGlCLx,Can't Get Blue Monday out of My Head,0.753,0.528,126.007,-8.582,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
6wSqd9xHYXx7ICQmiq6ZFc,Love at First Sight - The Scumfrog's Beauty and the Beast Vocal Edit,0.749,0.875,126.987,-7.802,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
4TNjyKgPFu693U8V0UD5pK,Can't Get You out of My Head - Deluxe's Dirty Dub,0.652,0.955,130.01,-8.558,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
24PpBoTjykxXxpDRITPwSG,In Your Eyes - Roger Sanchez Release the Dub Mix,0.748,0.857,126.01,-9.75,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
3nFL304KxqFg3qq7Frm6uN,Love at First Sight - Ruff & Jam US Radio Mix,0.701,0.652,125.001,-8.465,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
2LwBlNmiiphrspoFoIZT0T,Come into My World - Fischerspooner Mix,0.596,0.651,129.985,-9.379,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
1JWv5Fzw7LwHZb3v5z3wwe,Whenever You Feel Like It,0.731,0.796,130.026,-5.86,4WzTXHp8bVKkKNu3UQ2Fqu,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,2001-10-01
0dopJfNlBNotMl2gTYrzs0,More More More,0.699,0.922,124.088,-4.981,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
0NMUFQdEFjftg0BQnyZCsh,Love at First Sight,0.603,0.774,124.994,-6.066,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
7tFW27nkp7HvYwLiShMvC8,Can't Get You out of My Head,0.766,0.563,126.007,-7.516,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
5z1rUxPjPtu2kL62g70Yze,Fever,0.802,0.516,114.989,-7.118,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
5mdgFLoQMh7bPvlUzfSNW1,Give It to Me,0.832,0.83,128.001,-6.446,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
2CJwiZ0EzcXtJj889sYg6I,Fragile,0.748,0.651,121.997,-7.753,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
5bjSyTYphcRv9eQh0vR7f5,Come into My World - Radio Edit [Radio Edit],0.603,0.835,124.994,-7.303,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
1NpmI75cNEKebAY6KLObDI,In Your Eyes,0.689,0.894,123.971,-6.342,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
5uqg5kX4sk1eqJkfr12Pzb,Dancefloor,0.752,0.755,125.982,-6.243,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
3xQwLGjU7xB7Zhp6Y9i8Dh,Love Affair,0.562,0.884,130.056,-6.217,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
1gxXWCuGMi8Oe1mojuMZ2G,Your Love,0.771,0.902,119.993,-5.645,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
444wpnNJA55yPVU3IvleMG,Burning Up,0.675,0.807,112.052,-6.945,4WnLzmBgzwpotgPqqoIW9t,4WnLzmBgzwpotgPqqoIW9t,Fever,2001-10-01
4TbYMJ0F0CZtwA8RQhVBfT,Password,0.718,0.871,126.016,-7.36,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
0JcgDliDqDac8iOFFRm7tZ,Spinning Around,0.757,0.731,120.04,-5.704,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
2tLbE0bYuG2Nf4tl8dKlNy,On a Night like This,0.597,0.87,129.947,-6.058,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
3C1jJ8oMqR1PHYH24T4Q3z,So Now Goodbye,0.726,0.834,129.001,-7.48,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
7x6W0r6kKjPBRmVj4aKXNd,Disco Down,0.593,0.958,129.009,-7.214,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
1Tjyinq5utTJzW5kKyo5Cl,Loveboat,0.565,0.913,110.977,-3.73,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
0mkhq75p0pzploX7Gl9BFh,Koocachoo,0.563,0.898,148.9,-7.169,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
7zaOQVHSOW3mt8T5rafz5B,Your Disco Needs You,0.474,0.872,126.057,-4.931,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
7edCvyI7mOsdfBGfVhHNR9,Please Stay,0.668,0.732,127.944,-6.722,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
1jUmwOmrL3Ebr2xFNaPrUy,Bittersweet Goodbye,0.265,0.137,104.976,-12.375,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
27sMvUbyz4RXxpycUMWcO4,Butterfly,0.622,0.916,132.001,-7.79,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
3rBkfSNMSSVHHOdRvnhou2,Under the Influence of Love,0.662,0.747,111.665,-7.754,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
2UlDTwkoUE9QZpD1QQ9v5S,I'm so High,0.633,0.898,127.018,-5.169,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
1IPRqw2UOJbOPrUhUd49IN,Kids,0.534,0.872,184.62,-4.92,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
23I7SxHu8fHBA6CVQ7Z0w8,Light Years,0.667,0.765,125.989,-8.383,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
6aFDlqDjabf1ZeF6EOeZcD,Spinning Around - 7th District Club Mental Mix,0.755,0.752,127.007,-8.609,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
37PNUjtPKWUKIbK5du2w4u,Spinning Around - Sharp Vocal Mix,0.687,0.985,129.99,-6.658,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
45Zx8ZcEFhSULdsLGRtpkM,On a Night like This - Rob Searle Mix,0.465,0.842,140.018,-7.579,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
1nKTHbXYVOH6tuM0u6yYVr,On a Night Like This - Bini and Martini Club Mix,0.731,0.856,127.479,-9.564,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
7IxzC0ukJNK02ltIFgpBvk,Please Stay - Hatiras Dreamy Dub Mix,0.729,0.903,131.006,-7.559,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
5MqHbBqicUU0wyXwk7TJR7,Please Stay - 7th District Radio Mix,0.662,0.813,128.079,-7.212,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
1CLdxBp18V50GCh9NQsNjs,Please Stay - 7th District Club Flava Mix,0.738,0.907,128.001,-6.864,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
3L6ElyPX3NrPeIRJ0GbXDx,Butterfly - Sandstorm Dub,0.646,0.881,132.026,-8.739,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
4bFWuwTvFHaPWwVyD6XOBd,Your Disco Needs You - Casino Radio & Club Remix,0.607,0.955,127.984,-4.104,3vH4V069uawep9By3y6EP7,3vH4V069uawep9By3y6EP7,Light Years,2000-09-25
